Member,Group
"cn=grp-Fabrikam-universal-16,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-30
"cn=grp-Fabrikam-universal-16,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-32
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-30
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-17
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-3
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-4
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-2
"cn=grp-Fabrikam-universal-14,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-3
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-24
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-29
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-22
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-10
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-2,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-26
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-7
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-19
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-27
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-17,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-2
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-33
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-18
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-6,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-38
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-38
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-17
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-39
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-21
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-11
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-12
"cn=grp-Fabrikam-universal-5,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-25
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-11
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-33
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-33
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-20
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-1
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-19
"cn=grp-Fabrikam-universal-4,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-34
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-12
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-1
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-34
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-38
"cn=grp-Fabrikam-universal-15,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-16
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-39
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-22
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-3
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-34
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-21
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-11,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-16
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-7
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-18
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-9
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-34
"cn=grp-Fabrikam-universal-13,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-22
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-21
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-28
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-20
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-12
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-14
"cn=grp-Fabrikam-universal-8,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-10
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-7
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-20
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-21
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-18
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-17
"cn=grp-Fabrikam-universal-12,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-19
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-36
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-22
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-39
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-38
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-17
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-18
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-9
"cn=grp-Fabrikam-universal-1,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-38
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-2
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-34
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-24
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-28
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-23
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-4
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-22
"cn=grp-Fabrikam-universal-19,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-5
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-2
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-37
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-26
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-32
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-31
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-4
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-29
"cn=grp-Fabrikam-universal-3,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-8
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-24
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-6
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-5
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-10
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-20
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-3
"cn=grp-Fabrikam-universal-18,OU=Security Groups,OU=Groups,DC=fabrikamad,DC=com",grp-Contoso-local-4
